"id","chapter","verse","note"
"2270","1 Chronicles 6","78","Bezer: Or, Bozor
"
"2271","1 Chronicles 7","12","Ir: Or, Iri
"
"2272","1 Chronicles 7","12","Aher: Or, Ahiram
"
"2273","1 Chronicles 7","27","Non: Or, Nun
"
"2274","1 Chronicles 7","28","towns: Heb. daughters
"
"2275","1 Chronicles 7","28","Gaza: Or, Adazza, 1. mac. 7.45
"
"2276","1 Chronicles 8","3","Addar: Or, Ard
"
"2277","1 Chronicles 8","5","Shephuphan: Or, Shupham
"
"2278","1 Chronicles 8","21","Shimhi: Or, Shema
"
"2279","1 Chronicles 8","29","father of Gibeon: also called Jehiel
"
"2280","1 Chronicles 8","31","Zacher: Or, Zechariah
"
"2281","1 Chronicles 8","32","Shimeah: Or, Shimeam
"
"2282","1 Chronicles 8","33","Eshbaal: Or, Ishbosheth
"
"2283","1 Chronicles 8","34","Meribbaal: Or, Mephibosheth
"
"2284","1 Chronicles 8","35","Tarea: Or, Tahrea
"
"2285","1 Chronicles 8","36","Jehoadah: also called, Jarah
"
"2286","1 Chronicles 8","37","Rapha: also called, Rephaiah
"
"2287","1 Chronicles 9","13","very able men: mighty men of valour
"
"2288","1 Chronicles 9","19","gates: Heb. thresholds
"
"2289","1 Chronicles 9","22","did ordain: Heb. founded
"
"2290","1 Chronicles 9","22","set office: Or, trust
"
"2291","1 Chronicles 9","26","set office: Or, trust
"
"2292","1 Chronicles 9","26","chambers: Or, storehouses
"
"2293","1 Chronicles 9","28","bring them in and out by tale: Heb. bring them in by tale, and carry them out by tale
"
"2294","1 Chronicles 9","29","instruments: Or, vessels
"
"2295","1 Chronicles 9","31","set office: Or, trust
"
"2296","1 Chronicles 9","31","in the pans: Or, on flat plates, or, slices
"
"2297","1 Chronicles 9","32","shewbread: Heb. bread of ordering
"
"2298","1 Chronicles 9","33","they were imployed: Heb. upon them
"
"2299","1 Chronicles 10","1","slain: Or, wounded
"
"2300","1 Chronicles 10","2","Abinadab: Or, Jeshui
"
"2301","1 Chronicles 10","3","archers: Heb. shooters with bows
"
"2302","1 Chronicles 10","3","hit him: Heb. found him
"
"2303","1 Chronicles 10","4","abuse me: Or, mock me
"
"2304","1 Chronicles 10","13","committed: Heb. transgressed
"
"2305","1 Chronicles 10","14","Jesse: Heb. Isai
"
"2306","1 Chronicles 11","2","in time past: Heb. both yesterday and the third day
"
"2307","1 Chronicles 11","2","feed: Or, rule
"
"2308","1 Chronicles 11","3","by: Heb. by the hand of
"
"2309","1 Chronicles 11","6","chief: Heb, head
"
"2310","1 Chronicles 11","7","it the city of David: That is, Zion
"
"2311","1 Chronicles 11","8","repaired: Heb. revived
"
"2312","1 Chronicles 11","9","waxed greater and greater: Heb. went in going and increasing
"
"2313","1 Chronicles 11","10","strengthened themselves with him: Or, held strongly with him
"
"2314","1 Chronicles 11","11","an Hachmonite: Or, son of Hachmoni
"
"2315","1 Chronicles 11","13","Pasdammim: also called, Ephesdammim
"
"2316","1 Chronicles 11","14","set themselves: Or, stood
"
"2317","1 Chronicles 11","14","deliverance: Or, salvation
"
"2318","1 Chronicles 11","15","three of the thirty captains: Or, three captains over the thirty
"
"2319","1 Chronicles 11","19","that have put their lives: Heb. with their lives?
"
"2320","1 Chronicles 11","22","who had done many acts: Heb. great of deeds
"
"2321","1 Chronicles 11","23","a man of great stature: Heb. a man of measure
"
"2322","1 Chronicles 11","27","Harorite: Or, Harodite
"
"2323","1 Chronicles 11","38","the son of Haggeri: Or, the Haggerite
"
"2324","1 Chronicles 11","45","son of Zimri: Or, Zimrite
"
"2325","1 Chronicles 12","1","while he yet kept himself close: Heb. being yet shut up
"
"2326","1 Chronicles 12","3","Shemaah: Or, Hasmaa
"
"2327","1 Chronicles 12","8","of war: Heb. of the host
"
"2328","1 Chronicles 12","8","as swift as the Roes upon the mountains: Heb. as the Roes upon the mountains to make haste
"
"2329","1 Chronicles 12","14","one of the least was over an hundred, and the greatest, over a thousand: Or, one that was least could resist an hundred, and the greatest a thousand
"
"2330","1 Chronicles 12","15","overflown: Heb. filled over
"
"2331","1 Chronicles 12","17","to meet them: Heb. before them
"
"2332","1 Chronicles 12","17","be knit: Heb. be one
"
"2333","1 Chronicles 12","17","wrong: Or, violence
"
"2334","1 Chronicles 12","18","the spirit came upon Amasai: Heb. the Spirit clothed Amasai
"
"2335","1 Chronicles 12","19","to the jeopardy of our heads: Heb. on our heads
"
"2336","1 Chronicles 12","21","against the band: Or, with a band
"
"2337","1 Chronicles 12","23","bands: Or, captains, or, men. Heb. heads
"
"2338","1 Chronicles 12","24","armed: Or, prepared
"
"2339","1 Chronicles 12","29","kindred: Heb. brethren
"
"2340","1 Chronicles 12","29","the greatest part of them: Heb. a multitude of them
"
"2341","1 Chronicles 12","30","famous: Heb. men of names
"
"2342","1 Chronicles 12","33","expert in war: Or, rangers of battle, or ranged in battle
"
"2343","1 Chronicles 12","33","keep rank: Or, set the battle in array
"
"2344","1 Chronicles 12","33","not of double heart: Heb. without a heart and a heart
"
"2345","1 Chronicles 12","36","expert: Or, keeping their rank
"
"2346","1 Chronicles 12","40","meat: Or, victual of meal
"
"2347","1 Chronicles 13","2","let us send abroad: Heb. let us break forth and send
"
"2348","1 Chronicles 13","2","in their cities and suburbs: Heb. in the cities of their suburbs
"
"2349","1 Chronicles 13","3","bring again: Heb. bring about
"
"2350","1 Chronicles 13","7","carried the Ark: Heb. made the Ark to ride
"
"2351","1 Chronicles 13","8","singing: Heb. songs
"
"2352","1 Chronicles 13","9","Chidon: Called Nachon
"
"2353","1 Chronicles 13","9","stumbled: Or, shook it
"
"2354","1 Chronicles 13","11","Perezuzza: Heb. breach of Uzza
"
"2355","1 Chronicles 13","13","brought not: Heb. removed
"
"2356","1 Chronicles 14","3","more wives: Heb. yet
"
"2357","1 Chronicles 14","7","Beeliada: Or, Eliada
"
"2358","1 Chronicles 14","11","Baalperazim: that is, a place of breaches
"
"2359","1 Chronicles 14","16","Gibeon: also called, Geba
"
"2360","1 Chronicles 15","2","None ought to carry the ark of God, but the Levites: Heb. It is not to carry the Ark of God, but for the Levites
"
"2361","1 Chronicles 15","5","brethren: Or, kinsmen
"
"2362","1 Chronicles 15","21","Sheminith: Or, on the eight to oversee
"
"2363","1 Chronicles 15","22","was for song, he instructed about the song: Or, was for the carriage, he instructed about the carriage
"
"2364","1 Chronicles 15","22","song: Heb. lifting up
"
"2365","1 Chronicles 15","27","song: Or, carriage
"
"2366","1 Chronicles 16","5","with Psalteries and with harps: Heb. with instruments of Psalteries, and harps
"
"2367","1 Chronicles 16","18","the lot: Heb. the cord
"
"2368","1 Chronicles 16","19","few: Heb. men of number
"
"2369","1 Chronicles 16","40","morning and evening: Heb. in the morning and in the evening
"
"2370","1 Chronicles 16","42","Porters: Heb. for the gate
"
"2371","1 Chronicles 17","7","from following: Heb. from after
"
"2372","1 Chronicles 17","19","great things: Heb. greatness
"
"2373","1 Chronicles 18","3","Hadarezer: Or, Hadadezer in Sam
"
"2374","1 Chronicles 18","5","Damascus: Heb. Darmesek
"
"2375","1 Chronicles 18","8","Tibhath…: Called in the book of Sam. Beta, and Berothai
"
"2376","1 Chronicles 18","9","Tou: Or, Toi
"
"2377","1 Chronicles 18","10","Hadoram: Or, Joram
"
"2378","1 Chronicles 18","10","to enquire: Or, to salute
"
"2379","1 Chronicles 18","10","to congratulate: Heb. to bless
"
"2380","1 Chronicles 18","10","had war: Heb. was the man of wars
"
"2381","1 Chronicles 18","15","Recorder: Or, remembrancer
"
"2382","1 Chronicles 18","16","Abimelech: Called Ahimelech in Sam.
"
"2383","1 Chronicles 18","16","Shausha: Called Saraia in Sam. and Sisa
"
"2384","1 Chronicles 18","17","chief about the king: Heb. at the hand of the King
"
"2385","1 Chronicles 19","3","Thinkest: Heb. In thine eyes doeth David, etc.
"
"2386","1 Chronicles 19","6","odious: Heb. to stink
"
"2387","1 Chronicles 19","10","the battle was: Heb. the face of the battle was
"
"2388","1 Chronicles 19","10","choice: Or, young men
"
"2389","1 Chronicles 19","11","Abishai: Heb. Abshai
"
"2390","1 Chronicles 19","16","River: i. Euphrates
"
"2391","1 Chronicles 19","16","Shophach: Or, Shobach
"
"2392","1 Chronicles 20","1","after the year: Heb. at the return of the year
"
"2393","1 Chronicles 20","2","to weigh: Heb. the weight of
"
"2394","1 Chronicles 20","4","arose: Or, continued, Heb. stood
"
"2395","1 Chronicles 20","4","Gezer: Or, Gob
"
"2396","1 Chronicles 20","4","the giant: Or, Rapha
"
"2397","1 Chronicles 20","5","Jair: Called also Jaareoregim
"
"2398","1 Chronicles 20","6","man of great stature: Heb. a man of measure
"
"2399","1 Chronicles 20","6","the son of the giant: Heb. born to the giant, or, Rapha
"
"2400","1 Chronicles 20","7","defied: Or, reproached
"
"2401","1 Chronicles 20","7","Shimea: Called Shammah
"
"2402","1 Chronicles 21","7","And God was displeased with this thing: And it was evil in the eyes of the LORD concerning this thing
"
"2403","1 Chronicles 21","10","offer: Heb. stretch out
"
"2404","1 Chronicles 21","11","Choose thee: Heb. take to thee
"
"2405","1 Chronicles 21","13","great: Or, many
"
"2406","1 Chronicles 21","15","Ornan: Or, Araunah
"
"2407","1 Chronicles 21","20","And Ornane turned back and saw the Angel, and his four sons with him hid themselves: Or, When Ornan turned back, and saw the Angel, then he and his four sons with him, hid themselves
"
"2408","1 Chronicles 21","22","Grant: Heb. give
"
"2409","1 Chronicles 22","9","Solomon: That is, peaceable
"
"2410","1 Chronicles 22","14","in my trouble: Or, in my poverty
"
"2411","1 Chronicles 22","15","workers of stone and timber: That is, masons and carpenters
"
"2412","1 Chronicles 23","4","to set forward: Or, to oversee
"
"2413","1 Chronicles 23","6","courses: Heb. divisions
"
"2414","1 Chronicles 23","7","Laadan: Or, Libni
"
"2415","1 Chronicles 23","10","Zina: Or, Ziza
"
"2416","1 Chronicles 23","11","had not many sons: Heb. did not multiply sons
"
"2417","1 Chronicles 23","16","Shebuel: also called, Shubael
"
"2418","1 Chronicles 23","17","the chief: Or, the first
"
"2419","1 Chronicles 23","17","were very many: Heb. were highly multiplied
"
"2420","1 Chronicles 23","22","brethren: Or, kinsmen
"
"2421","1 Chronicles 23","25","that they may dwell in Jerusalem: Or, that he dwelleth in Jerusalem, etc.
"
"2422","1 Chronicles 23","27","numbered: Heb. number
"
"2423","1 Chronicles 23","17","their office was to wait on the sons of Aaron: Heb. their station was at the hand of the sons of Aaron
"
"2424","1 Chronicles 23","29","pan: Or, flat plate
"
"2425","1 Chronicles 24","6","principal household: Heb. house of the father
"
"2426","1 Chronicles 25","2","Asarelah: otherwise called Jesharelah 
"
"2427","1 Chronicles 25","2","according to the order of the king: Heb. by the hand of the king
"
"2428","1 Chronicles 25","3","Zeri: Or, Izri
"
"2429","1 Chronicles 25","3","six: With Shimei mentioned ver. 17
"
"2430","1 Chronicles 25","4","Uzziel: Or, Azareel
"
"2431","1 Chronicles 25","4","Shebuel: Or, Shubael
"
"2432","1 Chronicles 25","5","words: Or, matters
"
"2433","1 Chronicles 25","6","according to the kings order: Heb. by the hands of the King
"
"2434","1 Chronicles 26","1","Meshelemiah: Or, Shelemiah
"
"2435","1 Chronicles 26","1","Asaph: Or, Abiasaph
"
"2436","1 Chronicles 26","5","him: That is, Obededom
"
"2437","1 Chronicles 26","13","as well the small as the great: Or, as well for the small as for the great
"
"2438","1 Chronicles 26","14","Shelemiah: Called Meshelemiah
"
"2439","1 Chronicles 26","15","Asuppim: Heb. gatherings
"
"2440","1 Chronicles 26","20","dedicate things: Heb. holy things
"
"2441","1 Chronicles 26","21","Laadan: Or, Libni
"
"2442","1 Chronicles 26","21","Jehieli: Or, Jehiel
"
"2443","1 Chronicles 26","27","out of the spoils won in battles: Heb. out of the battles and spoils
"
"2444","1 Chronicles 26","30","officers: Heb. over the charge
"
"2445","1 Chronicles 26","32","affairs: Heb. thing
"
"2446","1 Chronicles 27","4","Dodai: Or, Dodo
"
"2447","1 Chronicles 27","5","chief priest: Or, principal officer
"
"2448","1 Chronicles 27","15","Heldai: Or, Heled
"
"2449","1 Chronicles 27","24","was the number: Heb. ascended
"
"2450","1 Chronicles 27","27","over the increase of the vineyards: Heb. over that which was of the vineyards
"
"2451","1 Chronicles 27","32","Scribe: Or, secretary
"
"2452","1 Chronicles 27","32","son of Hachmoni: Or, Hachmonite
"
"2453","1 Chronicles 28","1","possession: Or, cattle
"
"2454","1 Chronicles 28","1","officers: Or, Eunuchs
"
"2455","1 Chronicles 28","3","blood: Heb. bloods
"
"2456","1 Chronicles 28","7","constant: Heb. strong
"
"2457","1 Chronicles 28","12","of all that he had: Heb. of all that was with him
"
"2458","1 Chronicles 29","5","to consecrate his service: Heb. to fill his hand
"
"2459","1 Chronicles 29","14","be able: Heb. retain or obtain strength
"
"2460","1 Chronicles 29","14","thine own hand: Heb. of thine hand
"
"2461","1 Chronicles 29","15","abiding: Heb. expectation
"
"2462","1 Chronicles 29","17","present: Heb. found
"
"2463","1 Chronicles 29","18","prepare: Or, stablish
"
"2464","1 Chronicles 29","24","submitted themselves unto Solomon: Heb. gave the hand under Solomon
"
"2465","1 Chronicles 29","29","book: Or, history
"
"2466","1 Chronicles 29","29","book: Heb. words
"
"2467","2 Chronicles 1","5","he put: Or, was there
"
"2468","2 Chronicles 1","9","like the dust of the earth: Heb. much as the dust of the earth
"
"2469","2 Chronicles 1","15","made: Heb. gave
"
"2470","2 Chronicles 1","16","Solomon had horses brought out of Egypt: Heb. the going forth of the horses which was Solomons
"
"2471","2 Chronicles 1","17","by their means: Heb. by their hand
"
"2472","2 Chronicles 2","3","Huram: Or, Hiram
"
"2473","2 Chronicles 2","4","sweet incense: Heb. incense of spices
"
"2474","2 Chronicles 2","6","is able: Heb. hath retained, or obtained strength
"
"2475","2 Chronicles 2","7","to grave: Heb. to grave gravings
"
"2476","2 Chronicles 2","8","Algume: Or, Almuggim
"
"2477","2 Chronicles 2","9","wonderful great: Heb. great and wonderful
"
"2478","2 Chronicles 2","12","endued with prudance and understanding: Heb. knowing prudence and understanding
"
"2479","2 Chronicles 2","16","as much as thou shalt need: Heb. according to all thy need
"
"2480","2 Chronicles 2","16","Joppa: Heb. Japho
"
"2481","2 Chronicles 2","17","the strangers: Heb. the men the strangers
"
"2482","2 Chronicles 3","1","where the LORD appeared unto David his father: Or, which was seen of David his father
"
"2483","2 Chronicles 3","1","Ornan: Or, Araunah
"
"2484","2 Chronicles 3","3","instructed: Heb. founded
"
"2485","2 Chronicles 3","6","garnished: Heb. covered
"
"2486","2 Chronicles 3","10","image work: Or, (as some think) of moveable work
"
"2487","2 Chronicles 3","13","inward: Or, toward the house
"
"2488","2 Chronicles 3","14","wrought: Heb. caused to ascend
"
"2489","2 Chronicles 3","15","high: Heb. long
"
"2490","2 Chronicles 3","17","Jachin: That is, he shall establish
"
"2491","2 Chronicles 3","17","Boaz: That is, in it is strengh
"
"2492","2 Chronicles 4","2","from brim to brim: Heb.
"
"2493","2 Chronicles 4","5","with flowers of lillies: Or, like a lilyflower
"
"2494","2 Chronicles 4","6","burnt offering: Heb. the work of burnt offering
"
"2495","2 Chronicles 4","8","basons: Or, bowls
"
"2496","2 Chronicles 4","11","basons: Or, bowls
"
"2497","2 Chronicles 4","11","finished the work: Heb. finished to make
"
"2498","2 Chronicles 4","13","upon: Heb. upon the face
"
"2499","2 Chronicles 4","14","lavers: Or, caldrons
"
"2500","2 Chronicles 4","16","bright: Heb. made bright, or scoured
"
"2501","2 Chronicles 4","17","clay ground: Heb. thicknesses of the ground
"
"2502","2 Chronicles 4","21","perfect gold: Heb. perfections of gold
"
"2503","2 Chronicles 4","22","basons: Or, bowls
"
"2504","2 Chronicles 5","9","it is unto: Or, they are there
"
"2505","2 Chronicles 5","10","when: Or, where
"
"2506","2 Chronicles 5","11","present: Heb. found
"
"2507","2 Chronicles 6","13","long: Heb. the length thereof, etc
"
"2508","2 Chronicles 6","16","not fail thee a man: Heb. there shall not be a man cut off
"
"2509","2 Chronicles 6","20","towards this place: Or, in this place
"
"2510","2 Chronicles 6","21","make: Heb. pray
"
"2511","2 Chronicles 6","22","and an oath be laid upon him: Heb. and he require an oath of him
"
"2512","2 Chronicles 6","24","be put to the worse: Or, be smitten
"
"2513","2 Chronicles 6","24","in: Or, towards
"
"2514","2 Chronicles 6","28","in the cities of their land: Heb. in the land of their gates
"
"2515","2 Chronicles 6","29","in this house: Or, toward this house
"
"2516","2 Chronicles 6","31","so long as they live: Heb. all the days which
"
"2517","2 Chronicles 6","31","in the land: Heb. upon the face of the land
"
"2518","2 Chronicles 6","33","this house which I have built: Heb. thy Name is called upon this house
"
"2519","2 Chronicles 6","35","cause: Or, right
"
"2520","2 Chronicles 6","36","they carry away captives unto a land far off or near: Heb. they that take them captives carry them away
"
"2521","2 Chronicles 6","37","bethink themselves: Heb. bring back to their heart
"
"2522","2 Chronicles 6","39","cause: Or, right
"
"2523","2 Chronicles 6","40","unto the prayer that is made: Heb. to the prayer of this place
"
"2524","2 Chronicles 7","6","by their ministry: Heb. by their hand
"
"2525","2 Chronicles 7","6","a solemn: Heb. a restraint
"
"2526","2 Chronicles 7","14","which are called by my Name: Heb. upon whom my name is called
"
"2527","2 Chronicles 7","15","unto the prayer that is made in this place: Heb. to the prayer of this place
"
"2528","2 Chronicles 7","18","there shall not fail thee: Heb. there shall not be cut off to thee
"
"2529","2 Chronicles 8","6","all that Solomon desired to build: Heb. all the desire of Solomon, which he desired to build
"
